1: Magyarországról az első térképet Bakócz_Tamás érsek Lázár nevű titkára készítette , valószínűleg az 1510-es években . # #
-első térképet Bakócz_Tamás
896: Hangulata felbomló egyensúlyát így próbálta helyreállítani . # #
-Hangulata felbomló egyensúlyát
Hangulata hangulat FN.PSe3.gen
Hangulata hangulat FN.PSe3.nom
Hangulata hangulat FN.PSe3.nom
-felbomló egyensúlyát így
felbomló felbomlik IK.IGE._OKEP.none
felbomló felbomlik IK.IGE._OKEP.none
felbomló felbomlik IK.IGE._OKEP.none


897: Sajnos azonban ezek az írások sem a témaválasztás , eszmei mondanivaló , sem pedig irodalmi , esztétikai szempontból nem felelnek meg a szerkesztőség által meghirdetett elvárásoknak . # #
-ezek az írások
ezek ez|ez FN_NM.PL.nom|DET_NM.PL.nom
ezek ez|ez FN_NM.PL.nom|DET_NM.PL.nom
ezek ez|ez FN_NM.PL.nom|DET_NM.PL.nom
-írások sem a
írások írás FN.PL.nom
írások írás FN.PL.nom
írások írás FN.PL.nom
-témaválasztás , eszmei
témaválasztás témaválasztás FN.suff
témaválasztás témaválasztás FN.suff
témaválasztás témaválasztás FN.suff
-eszmei mondanivaló ,
eszmei eszmei MN.none
eszmei eszmei MN.defnone
eszmei eszmei MN.defnone
-mondanivaló , sem
mondanivaló mondanivaló FN.suff
mondanivaló mondanivaló FN.suff
mondanivaló mondanivaló FN.suff
-irodalmi , esztétikai
irodalmi irodalmi MN.none
irodalmi irodalmi MN.defnone
irodalmi irodalmi MN.defnone
-esztétikai szempontból nem
esztétikai esztétikai MN.none
esztétikai esztétikai MN.none
esztétikai esztétikai MN.none
-szerkesztőség által meghirdetett
szerkesztőség szerkesztőség FN.none
szerkesztőség szerkesztőség FN.none
szerkesztőség szerkesztőség FN.none
-meghirdetett elvárásoknak .
meghirdetett meghirdet IK.IGE._MIB.none
meghirdetett meghirdet IK.IGE._MIB.none
meghirdetett meghirdet IK.IGE._MIB.none


898: mondta Dó sárkány . # #
-Dó sárkány .
Dó dó TULN.xne
Dó dó TULN.xne
Dó dó TULN.nom
-sárkány . #
sárkány sárkány FN.nom
sárkány sárkány FN.nom
sárkány sárkány FN.nom


899: De még ezzel sem ért véget a történet . # #
-történet . #
történet történet FN.nom
történet történet FN.nom
történet történet FN.nom


900: Amit tegnap oldott cukorként ízleltünk , # #
-oldott cukorként ízleltünk
oldott old IGE._MIB.none
oldott old IGE._MIB.none
oldott old IGE._MIB.none


901: Nem tartok meg az amerikai aranyból egyet sem ... # #
-amerikai aranyból egyet
amerikai amerikai MN.none
amerikai amerikai MN.none
amerikai amerikai MN.none


902: darálja a portás . # #
-portás . #
portás portás FN.nom
portás portás FN.nom
portás portás FN.nom


903: A kocsmáros figyelte Káró_Katonát . # #
-kocsmáros figyelte Káró_Katonát
kocsmáros kocsmáros FN.nom
kocsmáros kocsmáros FN.nom
kocsmáros kocsmáros FN.nom


904: Én nem tartozom ilyen klikkekbe . # #
-Én nem tartozom
Én én FN_NM.e1.nom
Én én FN_NM.e1.nom
Én én FN_NM.e1.nom
-ilyen klikkekbe .
ilyen ilyen MN_NM.none
ilyen ilyen MN_NM.none
ilyen ilyen MN_NM.none


905: a bontatlan sziklák zenélnek így . # #
-bontatlan sziklák zenélnek
bontatlan bontatlan MN.none
bontatlan bontatlan MN.none
bontatlan bontatlan MN.none
-sziklák zenélnek így
sziklák szikla FN.PL.nom
sziklák szikla FN.PL.nom
sziklák szikla FN.PL.nom


906: Sarló , kasza , ásó , fazekaskorong vall rá . # #
-Sarló , kasza
Sarló sarló FN.nom
Sarló sarló FN.suff
Sarló sarló FN.suff
-kasza , ásó
kasza kasza FN.nom
kasza kasza FN.suff
kasza kasza FN.suff
-ásó , fazekaskorong
ásó ásó FN.nom
ásó ásó FN.suff
ásó ásó FN.suff
-fazekaskorong vall rá
fazekaskorong fazekaskorong FN.nom
fazekaskorong fazekaskorong FN.nom
fazekaskorong fazekaskorong FN.nom


907: Az árokparton és a sáros szántások szélén bukdácsoltunk . # #
-sáros szántások szélén
sáros sáros MN.none
sáros sáros MN.defnone
sáros sáros MN.defnone
-szántások szélén bukdácsoltunk
szántások szántás FN.PL.gen
szántások szántás FN.PL.gen
szántások szántás FN.PL.gen


908: Másodszor : különleges sárkányfűszereket kell belerakni ! # #
-különleges sárkányfűszereket kell
különleges különleges MN.none
különleges különleges MN.none
különleges különleges MN.none


909: Modernizálta a selmeci bányakerület egészségügyi és biztosítási rendszerét , emberségesebbé téve ezáltal a bányászok életét . # #
-selmeci bányakerület egészségügyi
selmeci selmeci MN.none
selmeci selmeci MN.defnone
selmeci selmeci MN.defnone
-bányakerület egészségügyi és
bányakerület bányakerület FN.gen
bányakerület bányakerület FN.suff
bányakerület bányakerület FN.suff
-egészségügyi és biztosítási
egészségügyi egészségügyi MN.none
egészségügyi egészségügyi MN.defnone
egészségügyi egészségügyi MN.defnone
-biztosítási rendszerét ,
biztosítási biztosítási MN.none
biztosítási biztosítási MN.defnone
biztosítási biztosítási MN.defnone
-bányászok életét .
bányászok bányász FN.PL.gen
bányászok bányász FN.PL.gen
bányászok bányász FN.PL.gen


910: Számtalan esetben nyújtottam enyhítést , sőt gyógyulást is gyomorfájdalom , hasmenés , rühesség , ekcéma s a többi ellen . # #
-Számtalan esetben nyújtottam
Számtalan számtalan SZN.none
Számtalan számtalan SZN.none
Számtalan számtalan SZN.none
-gyomorfájdalom , hasmenés
gyomorfájdalom gyomorfájdalom FN.none
gyomorfájdalom gyomorfájdalom FN.suff
gyomorfájdalom gyomorfájdalom FN.suff
-hasmenés , rühesség
hasmenés hasmenés FN.none
hasmenés hasmenés FN.suff
hasmenés hasmenés FN.suff
-rühesség , ekcéma
rühesség rühesség FN.none
rühesség rühesség FN.suff
rühesség rühesség FN.suff
-ekcéma s a
ekcéma ekcéma FN.none
ekcéma ekcéma FN.suff
ekcéma ekcéma FN.suff
-többi ellen .
többi többi MN_NM.none
többi többi MN_NM.none
többi többi MN_NM.none


911: A reggeli vonattal hazautazott . # #
-reggeli vonattal hazautazott
reggeli reggeli MN.none
reggeli reggeli MN.defnone
reggeli reggeli MN.none


912: Hiszen ennek a tájnak , ennek a kelet-európai térségnek nemcsak az irodalma , a művészete maradt századok óta rejtve , hanem a történelme is . # #
-kelet-európai térségnek nemcsak
kelet-európai kelet-európai MN.none
kelet-európai kelet-európai MN.defnone
kelet-európai kelet-európai MN.defnone
-irodalma , a
irodalma irodalom FN.PSe3.nom
irodalma irodalom FN.PSe3.nom
irodalma irodalom FN.PSe3.nom
-művészete maradt századok
művészete művészet FN.PSe3.nom
művészete művészet FN.PSe3.nom
művészete művészet FN.PSe3.nom
-századok óta rejtve
századok század FN.PL.none
századok század FN.PL.none
századok század FN.PL.none
-történelme is .
történelme történelem FN.PSe3.nom
történelme történelem FN.PSe3.nom
történelme történelem FN.PSe3.nom


913: Ez a piszok Ibolya , ez a korcs tehén tönkretette az életemet . # #
-Ez a piszok
Ez ez DET_NM.nom
Ez ez DET_NM.nom
Ez ez DET_NM.nom
-piszok Ibolya ,
piszok piszok FN.postag_error
piszok piszok FN.postag_error
piszok piszok FN.gen
-Ibolya , ez
Ibolya Iboly TULN.PSe3.postag_error
Ibolya Iboly TULN.PSe3.postag_error
Ibolya Iboly TULN.PSe3.nom
-ez a korcs
ez ez FN_NM.nom
ez ez FN_NM.nom
ez ez FN_NM.nom
-korcs tehén tönkretette
korcs korcs MN.none
korcs korcs MN.none
korcs korcs MN.none
-tehén tönkretette az
tehén tehén FN.nom
tehén tehén FN.nom
tehén tehén FN.nom


914: Frédéric egy könnyes női arcot látott maga fölött . # #
-Frédéric egy könnyes
Frédéric Frédéric FN.nom
Frédéric Frédéric FN.suff
Frédéric Frédéric FN.suff
-egy könnyes női
egy egy SZN.none
egy egy SZN.none
egy egy SZN.none
-könnyes női arcot
könnyes könnyes MN.none
könnyes könnyes MN.defnone
könnyes könnyes MN.defnone
-női arcot látott
női női MN.none
női női MN.defnone
női női MN.none
-maga fölött .
maga maga FN_NM.e3.none
maga maga FN_NM.e3.none
maga maga FN_NM.e3.none


915: a fél Bakony ötször leégett tőle . # #
-a fél Bakony
a a DET_NM.postag_error
a a DET_NM.postag_error
a a DET_NM.suff
-fél Bakony ötször
fél fél SZN.none
fél fél SZN.defnone
fél fél SZN.none
-Bakony ötször leégett
Bakony Bakony TULN.nom
Bakony Bakony TULN.nom
Bakony Bakony TULN.nom


916: Mirr-Murr eleresztette a füle mellett a gúnyos megjegyzést . # #
-füle mellett a
füle fül FN.PSe3.none
füle fül FN.PSe3.none
füle fül FN.PSe3.none
-gúnyos megjegyzést .
gúnyos gúnyos MN.none
gúnyos gúnyos MN.none
gúnyos gúnyos MN.none


917: Turista út - a sülyi tó körül vezet , # #
-Turista út -
Turista turista FN.none
Turista turista FN.suff
Turista turista FN.suff
-út - a
út út FN.nom
út út FN.suff
út út FN.suff
-sülyi tó körül
sülyi sülyi MN.xne
sülyi sülyi MN.xne
sülyi sülyi MN.defnone
-tó körül vezet
tó tó FN.none
tó tó FN.none
tó tó FN.none


918: Ez utóbb vonatkozhatnék a könyveink külföldi életére akár . # #
-Ez utóbb vonatkozhatnék
Ez ez FN_NM.nom
Ez ez FN_NM.nom
Ez ez FN_NM.nom
-könyveink külföldi életére
könyveink könyv FN.PSt1i.gen
könyveink könyv FN.PSt1i.gen
könyveink könyv FN.PSt1i.gen
-külföldi életére akár
külföldi külföldi MN.none
külföldi külföldi MN.defnone
külföldi külföldi MN.defnone


919: - Mennyi gyöngédség , becsületesség , szolgálatkészség , magasabbnál magasabb eszmény lakik az emberi szívben ! # #
-Mennyi gyöngédség ,
Mennyi amennyi|mennyi SZN_NM.none|SZN_NM.none
Mennyi amennyi|mennyi SZN_NM.none|SZN_NM.none
Mennyi amennyi|mennyi SZN_NM.none|SZN_NM.none
-gyöngédség , becsületesség
gyöngédség gyöngédség FN.nom
gyöngédség gyöngédség FN.suff
gyöngédség gyöngédség FN.suff
-becsületesség , szolgálatkészség
becsületesség becsületesség FN.nom
becsületesség becsületesség FN.suff
becsületesség becsületesség FN.suff
-szolgálatkészség , magasabbnál
szolgálatkészség szolgálatkészség FN.nom
szolgálatkészség szolgálatkészség FN.suff
szolgálatkészség szolgálatkészség FN.suff
-magasabb eszmény lakik
magasabb magas MN._FOK.none
magasabb magas MN._FOK.none
magasabb magas MN._FOK.none
-eszmény lakik az
eszmény eszmény FN.nom
eszmény eszmény FN.nom
eszmény eszmény FN.nom
-emberi szívben !
emberi emberi MN.none
emberi emberi MN.none
emberi emberi MN.none


920: A lány az ágy szélére ült , s egy kicsit felhúzódott a szoknyája . # #
-lány az ágy
lány lány FN.nom
lány lány FN.nom
lány lány FN.nom
-ágy szélére ült
ágy ágy FN.gen
ágy ágy FN.gen
ágy ágy FN.gen
-egy kicsit felhúzódott
egy egy SZN.none
egy egy SZN.defnone
egy egy SZN.defnone
-felhúzódott a szoknyája
felhúzódott felhúzódik IK.IGE._MIB.postag_error
felhúzódott felhúzódik IK.IGE._MIB.postag_error
felhúzódott felhúzódik IK.IGE._MIB.nom
-szoknyája . #
szoknyája szoknya FN.PSe3.nom
szoknyája szoknya FN.PSe3.nom
szoknyája szoknya FN.PSe3.nom


921: A bosszúálló férj , minden segédlet nélkül , maga végzi el hóhérlását . # #
-bosszúálló férj ,
bosszúálló bosszúálló MN.none
bosszúálló bosszúálló MN.defnone
bosszúálló bosszúálló MN.defnone
-férj , minden
férj férj FN.nom
férj férj FN.suff
férj férj FN.suff
-segédlet nélkül ,
segédlet segédlet FN.none
segédlet segédlet FN.none
segédlet segédlet FN.none
-maga végzi el
maga maga FN_NM.e3.nom
maga maga FN_NM.e3.nom
maga maga FN_NM.e3.nom


922: Ha a négyzetmétere kijön háromezerből , # #
-négyzetmétere kijön háromezerből
négyzetmétere négyzetméter FN.PSe3.nom
négyzetmétere négyzetméter FN.PSe3.nom
négyzetmétere négyzetméter FN.PSe3.nom


923: Hátrafelé botladozva , a tekintete elől menekült . # #
-tekintete elől menekült
tekintete tekintet FN.PSe3.none
tekintete tekintet FN.PSe3.none
tekintete tekintet FN.PSe3.none


924: Addig is bátorkodom ... khm ... újabb kölcsönért folyamodni . # #
-újabb kölcsönért folyamodni
újabb új MN._FOK.none
újabb új MN._FOK.defnone
újabb új MN._FOK.none


925: - Sztálin nagyságára - emelte ismét poharát a szerkesztő . # #
-Sztálin nagyságára -
Sztálin Sztálin TULN.gen
Sztálin Sztálin TULN.gen
Sztálin Sztálin TULN.gen
-szerkesztő . #
szerkesztő szerkesztő FN.nom
szerkesztő szerkesztő FN.nom
szerkesztő szerkesztő FN.nom


926: Viszlát . - fogott vele kezet a lezserebb öltözetű is . # #
-lezserebb öltözetű is
lezserebb lezser MN._FOK.none
lezserebb lezser MN._FOK.none
lezserebb lezser MN._FOK.none
-öltözetű is .
öltözetű öltözetű MN.nom
öltözetű öltözetű MN.nom
öltözetű öltözetű MN.nom


927: Helyükön a cölöpverő gépek megkezdték az alapozást . # #
-cölöpverő gépek megkezdték
cölöpverő cölöpverő MN.none
cölöpverő cölöpverő MN.none
cölöpverő cölöpverő MN.none
-gépek megkezdték az
gépek gép FN.PL.nom
gépek gép FN.PL.nom
gépek gép FN.PL.nom


928: Az ünnep másodnapjának estéjén gazdag vacsora borította az asztalt . # #
-ünnep másodnapjának estéjén
ünnep ünnep FN.gen
ünnep ünnep FN.gen
ünnep ünnep FN.gen
-gazdag vacsora borította
gazdag gazdag MN.none
gazdag gazdag MN.none
gazdag gazdag MN.none
-vacsora borította az
vacsora vacsora FN.nom
vacsora vacsora FN.nom
vacsora vacsora FN.nom


929: Mi itt maradtunk . # #
-Mi itt maradtunk
Mi mi FN_NM.t1.nom
Mi mi FN_NM.t1.nom
Mi mi FN_NM.t1.nom


930: A tudósok borzongva vakarták a töküket . # #
-tudósok borzongva vakarták
tudósok tudós FN.PL.nom
tudósok tudós FN.PL.nom
tudósok tudós FN.PL.nom


931: Fölsejlik a szőke , magas férfi , Jani bácsi karpaszományos zsinórja , és felesége , Móci sötét haja . # #
-szőke , magas
szőke szőke MN.none
szőke szőke MN.defnone
szőke szőke MN.defnone
-magas férfi ,
magas magas MN.none
magas magas MN.defnone
magas magas MN.defnone
-férfi , Jani
férfi férfi FN.nom
férfi férfi FN.suff
férfi férfi FN.suff
-Jani bácsi karpaszományos
Jani jani TULN.xne
Jani jani TULN.xne
Jani jani TULN.suff
-bácsi karpaszományos zsinórja
bácsi bácsi FN.gen
bácsi bácsi FN.gen
bácsi bácsi FN.gen
-karpaszományos zsinórja ,
karpaszományos karpaszományos MN.none
karpaszományos karpaszományos MN.defnone
karpaszományos karpaszományos MN.defnone
-zsinórja , és
zsinórja zsinór FN.PSe3.nom
zsinórja zsinór FN.PSe3.nom
zsinórja zsinór FN.PSe3.nom
-felesége , Móci
felesége feleség FN.PSe3.gen
felesége feleség FN.PSe3.nom
felesége feleség FN.PSe3.nom
-Móci sötét haja
Móci móci TULN.gen
Móci móci TULN.gen
Móci móci TULN.gen
-sötét haja .
sötét sötét MN.none
sötét sötét MN.none
sötét sötét MN.none
-haja . #
haja haj FN.PSe3.nom
haja haj FN.PSe3.nom
haja haj FN.PSe3.nom


932: Hogy a kökörcsin ne fejeztessék le # #
-kökörcsin ne fejeztessék
kökörcsin kökörcsin FN.nom
kökörcsin kökörcsin FN.nom
kökörcsin kökörcsin FN.nom


933: Fánika tekintete nagy messziségből hull Róza arcára : # #
-tekintete nagy messziségből
tekintete tekintet FN.PSe3.nom
tekintete tekintet FN.PSe3.nom
tekintete tekintet FN.PSe3.nom
-nagy messziségből hull
nagy nagy MN.none
nagy nagy MN.defnone
nagy nagy MN.none
-Róza arcára :
Róza Róza TULN.gen
Róza Róza TULN.gen
Róza Róza TULN.gen


934: Minden igaz ember a pusztában él . # #
-igaz ember a
igaz igaz MN.none
igaz igaz MN.none
igaz igaz MN.none
-ember a pusztában
ember ember FN.nom
ember ember FN.nom
ember ember FN.nom


935: Ünnepek jönnek ... # #
-Ünnepek jönnek ...
Ünnepek ünnep FN.PL.nom
Ünnepek ünnep FN.PL.nom
Ünnepek ünnep FN.PL.nom


936: A rendezvény alkalmából árusítással egybekötött könyvkiállítást , illetve népművészeti kiállítást is rendezett a titkárság . # #
-rendezvény alkalmából árusítással
rendezvény rendezvény FN.gen
rendezvény rendezvény FN.gen
rendezvény rendezvény FN.gen
-egybekötött könyvkiállítást ,
egybekötött egybeköt IK.IGE._MIB.none
egybekötött egybeköt IK.IGE._MIB.defnone
egybekötött egybeköt IK.IGE._MIB.defnone
-népművészeti kiállítást is
népművészeti népművészeti MN.none
népművészeti népművészeti MN.none
népművészeti népművészeti MN.none
-titkárság . #
titkárság titkárság FN.nom
titkárság titkárság FN.nom
titkárság titkárság FN.nom


937: Aki olvassa a verset , # #
-Aki olvassa a
Aki aki FN_NM.nom
Aki aki FN_NM.nom
Aki aki FN_NM.nom


938: " Az ugyan nem jön többé . " # #
-Az ugyan nem
Az az FN_NM.nom
Az az FN_NM.nom
Az az FN_NM.nom


939: A két világháború között kezdődött kapcsolatuk . # #
-két világháború között
két két SZN.none
két két SZN.none
két két SZN.none
-világháború között kezdődött
világháború világháború FN.none
világháború világháború FN.none
világháború világháború FN.none
-kapcsolatuk . #
kapcsolatuk kapcsolat FN.PSt3.nom
kapcsolatuk kapcsolat FN.PSt3.nom
kapcsolatuk kapcsolat FN.PSt3.nom


940: A berakás baltát , kést , virágos ágat , kereszt- és hullámvonalas sorokat ábrázol . " # #
-berakás baltát ,
berakás berakás FN.nom
berakás berakás FN.suff
berakás berakás FN.suff
-virágos ágat ,
virágos virágos MN.none
virágos virágos MN.defnone
virágos virágos MN.defnone
-kereszt- és hullámvonalas
kereszt- kereszt FN.postag_error
kereszt- kereszt FN.postag_error
kereszt- kereszt FN.suff
-hullámvonalas sorokat ábrázol
hullámvonalas hullámvonalas MN.none
hullámvonalas hullámvonalas MN.none
hullámvonalas hullámvonalas MN.none


941: Másképp fogalmazva : elviselni az elviselhetetlent , s együtt élni megoldhatatlan dolgainkkal , ebben csakis a vallás , művészet , a kultúra segíthet valamennyiünket . # #
-megoldhatatlan dolgainkkal ,
megoldhatatlan megoldhatatlan IK.MN.none
megoldhatatlan megoldhatatlan IK.MN.defnone
megoldhatatlan megoldhatatlan IK.MN.defnone
-vallás , művészet
vallás vallás FN.nom
vallás vallás FN.suff
vallás vallás FN.suff
-művészet , a
művészet művészet FN.nom
művészet művészet FN.suff
művészet művészet FN.suff
-kultúra segíthet valamennyiünket
kultúra kultúra FN.nom
kultúra kultúra FN.nom
kultúra kultúra FN.nom


942: Hol egyik , hol másik cséplőgép-tulajdonoshoz szegődött . # #
-egyik , hol
egyik egyik MN_NM.none
egyik egyik MN_NM.defnone
egyik egyik MN_NM.none
-másik cséplőgép-tulajdonoshoz szegődött
másik másik MN_NM.none
másik másik MN_NM.defnone
másik másik MN_NM.none


943: Minden világhírű cirkusz így csinálja . # #
-világhírű cirkusz így
világhírű világhírű MN.none
világhírű világhírű MN.none
világhírű világhírű MN.none
-cirkusz így csinálja
cirkusz cirkusz FN.nom
cirkusz cirkusz FN.nom
cirkusz cirkusz FN.nom


944: Nagy csokor rózsával mentünk végig a Stradúnon . # #
-Nagy csokor rózsával
Nagy Nagy FN.postag_error
Nagy Nagy FN.postag_error
Nagy Nagy FN.suff
-csokor rózsával mentünk
csokor csokor FN.none
csokor csokor FN.nom
csokor csokor FN.nom


945: Lányok , mondom ... # #
-Lányok , mondom
Lányok lány FN.PL.vok
Lányok lány FN.PL.vok
Lányok lány FN.PL.nom
